0xd2476321e3c0d862cfa9647c1019d2eddc761c40,1449.834008
0x2439cc292333e197a181d3bfae669bb605d8a21a,1279.839648
0xced3fc4610761f79242d7d8a72fe86f3a1c626b4,624.1218525
0x464bfb8838f89c08efad08ac504efb3538ec8813,563.3120656
0x9e4d25da0efd405dbd70f0fb7a26e4fc7ff81502,508.6833525
0x5839b8e5a933285162d375c1ec04d18511fcaa42,275.3366967
0x61825cbf11cf5f2b6bbe1a9b8be1a2159b47cef5,234.5405328
0x53819b1705722ff62b142de25032d080ab616b89,194.2045492
0x6f66471ceba23e583e00d8db5adedd8b12b73d4f,154.730623
0x4f24efd4516be3c7ea65cf359a50245c7ae3878c,122.1356148
