0x2439cc292333e197a181d3bfae669bb605d8a21a,20429.67372
0xd2476321e3c0d862cfa9647c1019d2eddc761c40,16410.99306
0xced3fc4610761f79242d7d8a72fe86f3a1c626b4,5182.698959
0x2ba443d81ed45d6c2646b09fab4f70003c2db412,2798.321122
0x54f42620a4db88cae8407982c30ce8331ce1097e,1810.954187
0x8eae6474f8fee5d15d2477fb05b59cdf0859878e,1444.72948
0xb7093453241ea7200889fd2bebcda3ece3583348,805.8897724
0x3051c9bec67c1683cccae3cf32809706c8feaa1b,795.2725122
0x894d774a293f8aa3d23d67815d4cadb5319c1094,788.441935
0xa51a6f181d7bde6f4fc445ff844fa9329616c01a,782.8815935
0x187fad03e2483440a0abfed5d18d5e96f36d76cc,279.7688699
0x460918d8d1475cdb8e0f3480450f0218e6996c99,225.8094065
0x779c1305d19a61ce5c460eb8e854e27491013a56,197.4007886
0x6f8bedc12997cbb2cefd4a84907568255e138753,177.6296423
0x808af82545a721c06d1fccebea915a6f5128bef9,156.8385854
0x3880be907b7ce5278ce527c56ee10e54e66f2ee4,156.4346667
0x6f8b82d2838790270b45d46657f0d75d6aece59d,117.0119431
0x59de126814c505757789f13c32cf702dc2f7941a,95.4998374
0xed6c6dcd925874dc73516f790014168dff1ffc68,91.06472358
