0xa51a6f181d7bde6f4fc445ff844fa9329616c01a,11284.5719
0xf48883940b4056801de30f12b934dcea90133ee6,8591.248368
0x0307466115bc91e1d18eb43926b5a5dd55910182,1620.087456
0x6e7bbcaf498f31254747a1adccbbbb35a39d6dee,1256.462704
0x0c7a24097ce0c51109d4d40bbb8d99b91f735e4b,1207.323428
0xb78f56f0fb828050f6d25a3480435625332fb990,1102.001304
0xc5d1163209346c9a538566f706c6bc8ad68c2fdc,1009.007404
0x757a35aab8b2539764a0462c354e8d8a2dc77fa4,1004.850584
0xc95dada8a2746cf41968bfec0b523b1521562f9d,864.515672
0x6f8b82d2838790270b45d46657f0d75d6aece59d,816.258556
0x460918d8d1475cdb8e0f3480450f0218e6996c99,792.964652
0x873c7ed0a7926e8d0168b5d0391b215bdc3a948f,778.186616
0xcdeca9c2334a35ba1cdde548bd3196850eed049f,774.058692
0x81c0acd05ddf88f3397aa3025bd95752ea2e5630,763.417496
0xde3b513888092441cde0cd1fc554eff57c2fb20a,614.882884
0xd358ea019b35fb0f1accd6424c4b88c1727c37ff,601.892496
0x50a75bef84d38a7a2d336e6d1f51fc1bc85b6d69,550.446504
0x0ed3398aa90118344229e8ae935ea7fb22a946e1,547.486872
0xf9bf333ffba47764c191cbc83e5e98561b648b29,531.021256
0x670ca472ae3c44fcfbfdca2bb5997e8e7b917105,492.95366
0x32144a3f0ed8145aa42896a811c7a7ceb1717f24,458.524956
0x0661e91fd322acb242e0c59fbac6062714dba280,386.200508
0x6f8bedc12997cbb2cefd4a84907568255e138753,366.905368
0x1c21100cd4a07dbac93f4364bd23c205655835c6,360.54628
0x0752c21499ef2d003b7bebe9c1ec737ec3e6eae9,343.931164
0x1645d63dd15e4a6e8b4885f99bd9474f227df893,309.71214
0x3188990251ad1c0e54a3827dd457cdde2585d822,244.0384
0x944398325ae8b4971c5fd08255cfda66f59c7df8,205.430968
0xc76f393bd305e3e336bb0e768592676ae23ad608,188.792856
0xbbffb59600551d8604fea63a5ca0af865dceadbf,186.6173
0x187fad03e2483440a0abfed5d18d5e96f36d76cc,174.676224
0xa2b91a5aac07535ce39a7bfac123c96f2368f6cc,161.730612
0xf06262c6ed502918992810dd8b4112885392eaf0,160.76132
0x681ffbeb36578164d468e427456ddf9cb98cbb2c,155.129856
0xd645e1cbf208f0a930572e0457826137089be5c6,154.077336
0x725893eb9bf7c252a5c9e5ee5a4f2a20574f6be1,141.420776
0x1ae60df8b3573a5b54e6560df64bb7762b0404d0,139.645372
0xb9f47c844de01c00026687b80bb1443327e17446,137.65018
0xb4773a58bfa5eb5f1029334d5dbde2f12cd35d42,133.941792
0xd2476321e3c0d862cfa9647c1019d2eddc761c40,117.906452
0xa223f4cc2048ee1e581f959dc6d259253be688e8,117.689612
0x0d5ef14c643ac844fd2e09d705a7dce3f716749a,117.073148
0x2a43517003d740e499a3b15881202d9303e78b4f,110.491532
0x11da26f91b37da086b214901e499c9555caded29,109.45486
0xee7dc82fd870082ebfbb9dc2f6c22bf9678b5407,106.35676
0xdb5687588609623793249135f61a2a54360fc682,102.39722
0xe9db81a85fdc1f28239bdca8d3054ad39f44a8d5,92.574728
0xe59ebbf4a10493cf5833f69cd142c71ccc72428c,78.001472
0x89a3eedd7d92dbe48946f0eb6dce759a64840471,72.825232
0x4e609a968abeaaf866fde46a400847a9462f5931,67.669224
0x96229bd2d8d33b33ddde4fc9503c9ad6e8509e40,67.115376
0xe0ca9b1bd181e5007ae58a131049a002877626e7,54.174624
0x6b6ca48da27304eeeb1d15d355d948f68b852733,53.388636
0x480a93a4b3285c5fabca2765a02ea4bfb875fc2c,53.14478
0xed6c6dcd925874dc73516f790014168dff1ffc68,52.630904
0xac4f12e5be74ee997ac42218e690606bd0e4a4bc,52.505652
0xe3d115848183bf0b366a0efd59d57b670d9d37ba,51.154328
0x0144bdc24ce03257a873ff2ef1039eec0a6953ac,40.308312
