0xa51a6f181d7bde6f4fc445ff844fa9329616c01a,3959.229394
0x2ba443d81ed45d6c2646b09fab4f70003c2db412,3813.554556
0x3880be907b7ce5278ce527c56ee10e54e66f2ee4,3323.957909
0x3051c9bec67c1683cccae3cf32809706c8feaa1b,1771.41904
0x8eae6474f8fee5d15d2477fb05b59cdf0859878e,1458.079939
0x54f42620a4db88cae8407982c30ce8331ce1097e,1090.035253
0x7cb9c6d83aefe68180abe9c794eb2201a1d39a41,882.6125354
0x14a6d5bb336657a39a70b826b83b136626d0bedf,879.0820808
0x460918d8d1475cdb8e0f3480450f0218e6996c99,645.0626768
0x76f37861cdc9b65016b341190f0e80413daeb6d2,597.5843737
0xb7093453241ea7200889fd2bebcda3ece3583348,583.8695354
0x56868e178e90f2139943b826f0c8c31425bc5c12,554.7031212
0x808af82545a721c06d1fccebea915a6f5128bef9,473.7844747
0xced3fc4610761f79242d7d8a72fe86f3a1c626b4,458.9000808
0x681ffbeb36578164d468e427456ddf9cb98cbb2c,410.0254747
0xd2476321e3c0d862cfa9647c1019d2eddc761c40,267.5683939
0x6f8bedc12997cbb2cefd4a84907568255e138753,214.3640808
0xf06262c6ed502918992810dd8b4112885392eaf0,204.9824545
0x28da7b8fe0397411c7f8d53fc2c0ff0fd59cdccc,174.3182828
0xb3bbffb97114d79df7bd45808078a56053e34586,150.006202
0xd645e1cbf208f0a930572e0457826137089be5c6,143.1786667
0xed6c6dcd925874dc73516f790014168dff1ffc68,120.1366263
0x20e14b46d5a6bc9fa3414a3c3de0628081b433fa,115.2922323
0x779c1305d19a61ce5c460eb8e854e27491013a56,110.5681515
